Link Produs,Pret (lei)
https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-330s-14ikb-cu-procesor-intelr-coretm-i3-7020u-2-30-ghz-kaby-lake-14-4gb-128gb-ssd-intelr-hd-graphics-620-microsoft-windows-10-s-mid-night-blue-81f401ehrm/pd/D0JWC1BBM/,1799
https://www.emag.ro/laptop-lenovo-ideapad-330-15ikb-cu-procesor-intelr-coretm-i3-7020u-2-30-ghz-kaby-lake-15-6-full-hd-4gb-256gb-ssd-intelr-hd-graphics-620-free-dos-blizzard-white-81de02hurm/pd/D4JWC1BBM/,1599
https://www.emag.ro/laptop-ultraportabil-asus-vivobook-s14-s430fa-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-14-full-hd-8gb-1tb-intel-uhd-graphics-620-endless-os-gun-metal-s430fa-eb391/pd/DNMGFQBBM/,2799
https://www.emag.ro/laptop-apple-macbook-air-13-ecran-retina-procesor-intelr-coretm-i5-1-6ghz-8gb-128gb-ssd-intel-uhd-graphics-617-space-grey-int-kb-mvfh2ze-a/pd/D829K5BBM/,5499
https://www.emag.ro/laptop-2-in-1-lenovo-yoga-730-13iwl-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-60-ghz-13-3-full-hd-touch-8gb-1tb-ssd-m-2-intel-uhd-graphics-620-windows-10-home-platinum-81jr009vrm/pd/DDD3H5BBM/,4999
https://www.emag.ro/laptop-acer-aspire-3-a315-51-3805-cu-procesor-intelr-coretm-i3-7020u-2-30-ghz-kaby-lake-15-6-full-hd-4gb-256gb-ssd-intel-hd-graphics-620-linux-black-nx-h9eex-019/pd/DY7CRQBBM/,1799
https://www.emag.ro/laptop-apple-macbook-air-13-ecran-retina-procesor-intelr-coretm-i5-1-6ghz-8gb-128gb-ssd-intel-uhd-graphics-617-silver-rom-kb-mvfk2ro-a/pd/DB79K5BBM/,5499
https://www.emag.ro/laptop-ultraportabil-asus-zenbook-s-ux391ua-cu-procesor-intelr-coretm-i7-8550u-pana-la-4-00-ghz-kaby-lake-r-13-3-full-hd-8gb-512gb-ssd-intel-uhd-graphics-620-microsoft-windows-10-pro-deep-dive-blue-ux/pd/D790S4BBM/,5799
https://www.emag.ro/laptop-ultraportabil-acer-swift-3-sf314-55g-563t-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-14-full-hd-ips-8gb-256gb-ssd-nvidiar-geforcer-mx150-2gb-linux-lava-red-nx-h5uex-003/pd/DXKXZCBBM/,3499
https://www.emag.ro/laptop-asus-x509fl-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-6-ghz-15-6-full-hd-8gb-1tb-hdd-nvidia-geforce-mx250-2gb-free-dos-slate-gray-x509fl-ej065/pd/D0D3K6BBM/,3099
https://www.emag.ro/laptop-hp-15-db1016nq-cu-procesor-amd-ryzentm-5-3500u-pana-la-3-70-ghz-15-6-full-hd-ips-8gb-256gb-ssd-amd-radeontm-vega-8-graphics-microsoft-windows-10-black-7sf08ea/pd/DGWGW5BBM/,2499
https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-s340-14iwl-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90ghz-14-full-hd-ips-8gb-1tb-hdd-256gb-ssd-m-2-intel-uhd-graphics-620-free-dos-abyss-blue-81n700mhrm/pd/DNKJ55BBM/,2699
https://www.emag.ro/laptop-lenovo-v330-14ikb-cu-procesor-intelr-coretm-i5-8250u-pana-la-3-40-ghz-kaby-lake-r-14-full-hd-8gb-256gb-ssd-intel-uhd-graphics-620-free-dos-iron-grey-81b000ctri/pd/D83QQSBBM/,2399
https://www.emag.ro/laptop-lenovo-ideapad-330-15ikb-cu-procesor-intelr-coretm-i3-7020u-2-30-ghz-kaby-lake-15-6-full-hd-8gb-512gb-ssd-intelr-hd-graphics-620-free-dos-platinum-grey-81de02hxrm/pd/DTJWC1BBM/,1949
https://www.emag.ro/laptop-asus-x512fa-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-6-ghz-15-6-full-hd-8gb-1tb-hdd-intel-uhd-graphics-620-free-dos-peacock-blue-x512fa-ej999/pd/DTNB26BBM/,2999
https://www.emag.ro/laptop-gaming-acer-predator-helios-300-ph317-52-77ds-cu-procesor-intelr-coretm-i7-8750h-pana-la-4-10-ghz-coffee-lake-17-3-full-hd-ips-8gb-1tb-256gb-ssd-nvidia-geforce-gtx-1060-6gb-linux-black-nh-q3dex/pd/D3YJYLBBM/,5899
https://www.emag.ro/laptop-2-in-1-lenovo-yoga-530-14ikb-cu-procesor-intelr-coretm-i5-8250u-pana-la-3-40-ghz-kaby-lake-r-14-full-hd-ips-touch-8gb-512gb-ssd-intelr-uhd-graphics-620-microsoft-windows-10-liquid-blue-active-p/pd/DDCTJSBBM/,4399
https://www.emag.ro/laptop-2-in-1-lenovo-yoga-530-14ikb-cu-procesor-intelr-coretm-i5-8250u-pana-la-3-40-ghz-kaby-lake-r-14-full-hd-ips-touch-8gb-256gb-ssd-intelr-uhd-graphics-620-microsoft-windows-10-mineral-grey-active-/pd/DXRH7SBBM/,3599
https://www.emag.ro/laptop-dell-vostro-3580-cu-procesor-intel-core-i3-8145u-pana-la-3-9-ghz-15-6-full-hd-4gb-128gb-ssd-m-2-intel-uhd-graphics-620-ubuntu-black-n2103vn3580emea-ub/pd/DMX7V5BBM/,1799
https://www.emag.ro/laptop-hp-spectre-x360-13-ap0001nq-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-6-ghz-13-3-full-hd-ips-8gb-256gb-ssd-m-2-intelr-uhd-graphics-620-windows-10-home-poseidon-blue-5mh43ea/pd/DLD6J5BBM/,6499
https://www.emag.ro/laptop-2-in-1-lenovo-yoga-730-15ikb-cu-procesor-intelr-coretm-i7-8550u-pana-la-4-00-ghz-kaby-lake-r-15-6-full-hd-ips-touch-8gb-512gb-ssd-nvidia-geforce-gtx-1050-4gb-microsoft-windows-10-iron-grey-blue/pd/DSLGS4BBM/,6569
https://www.emag.ro/laptop-gaming-hp-pavilion-15-cx0009nq-cu-procesor-intelr-coretm-i7-8750h-pana-la-4-10-ghz-coffee-lake-15-6-full-hd-ips-144hz-8gb-1tb-nvidiar-geforcer-gtx-1050-ti-4gb-free-dos-black-4tv51ea/pd/D8V5KLBBM/,3899
https://www.emag.ro/laptop-ultraportabil-lenovo-yoga-s730-13iwl-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-13-3-full-hd-ips-8gb-512gb-ssd-intelr-uhd-graphics-620-microsoft-windows-10-platinum-81j000/pd/DL1L1CBBM/,4279
https://www.emag.ro/laptop-asus-vivobook-15-x542ua-cu-procesor-intelr-coretm-i7-8550u-pana-la-4-00-ghz-kaby-lake-r-15-6-full-hd-8gb-256gb-ssd-intel-uhd-graphics-620-endless-os-matt-dark-grey-x542ua-dm525/pd/DJ11DFBBM/,3499
https://www.emag.ro/laptop-gaming-omen-by-hp-15-dc1016nq-cu-procesor-intelr-coretm-i7-8750h-pana-la-4-10-ghz-coffee-lake-15-6-full-hd-ips-8gb-1tb-nvidia-geforce-rtx-2060-6gb-free-dos-shadow-black-6hz59ea/pd/DYZXNZBBM/,5799
https://www.emag.ro/laptop-ultraportabil-asus-zenbook-s13-ux392fn-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-60-ghz-whiskey-lake-13-9-full-hd-16gb-512gb-ssd-nvidia-geforce-mx150-2gb-microsoft-windows-10-pro-utopia-blue/pd/DY2LCRBBM/,6999
https://www.emag.ro/laptop-gaming-asus-rog-gl504gs-cu-procesor-intelr-coretm-i7-8750h-pana-la-4-10-ghz-coffee-lake-15-6-full-hd-144hz-3ms-16gb-1tb-hybrid-hdd-256gb-m-2-ssd-nvidia-geforce-gtx-1070-8gb-free-dos-black-gl504/pd/D47TZSBBM/,7239
https://www.emag.ro/laptop-lenovo-v330-15ikb-cu-procesor-intelr-coretm-i5-8250u-pana-la-3-40-ghz-kaby-lake-r-15-6-full-hd-8gb-512gb-ssd-amd-radeon-530-2gb-free-dos-iron-grey-81ax0116ri/pd/DZ5V11BBM/,2809
https://www.emag.ro/laptop-asus-vivobook-15-x540ua-cu-procesor-intelr-coretm-i3-7020u-2-30-ghz-kaby-lake-15-6-full-hd-4gb-256gb-ssd-intelr-hd-graphics-620-endless-os-chocolate-black-x540ua-dm2012/pd/DBJHBRBBM/,1599
https://www.emag.ro/laptop-hp-pavilion-15-cs1008nq-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-15-6-full-hd-6gb-1tb-nvidiar-geforcer-mx130-2gb-microsoft-windows-10-silver-5av29ea/pd/D65VJLBBM/,3199
https://www.emag.ro/laptop-ultraportabil-hp-probook-430-g6-cu-procesor-intelr-coretm-i3-8145u-pana-la-3-90-ghz-whiskey-lake-13-3-full-hd-4gb-256gb-ssd-intelr-uhd-graphics-620-free-dos-silver-6bn74ea/pd/DK9QD1BBM/,2349
https://www.emag.ro/laptop-2-in-1-lenovo-yoga-c930-13ikb-cu-procesor-intelr-coretm-i7-8550u-pana-la-4-00-ghz-kaby-lake-r-13-9-uhd-ips-touch-16gb-2tb-ssd-intelr-uhd-graphics-620-microsoft-windows-10-mica-active-pen-81c400/pd/DQW20LBBM/,11399
https://www.emag.ro/laptop-2-in-1-microsoft-surface-book-2-cu-procesor-intelr-coretm-i5-7300u-pana-la-3-50-ghz-kaby-lake-13-5-touch-8gb-256gb-ssd-intelr-hd-graphics-620-microsoft-windows-10-pro-silver-hmw-00025/pd/DZ3T0FBBM/,8499
https://www.emag.ro/laptop-lenovo-ideapad-l340-15iwl-cu-procesor-intelr-pentium-gold-5405u-2-30-ghz-15-6-full-4gb-256gb-ssd-m-2-dvd-rw-intel-uhd-graphics-620-free-dos-abyss-blue-81lg00j6rm/pd/DWD3H5BBM/,1449
https://www.emag.ro/laptop-lenovo-ideapad-l340-17iwl-cu-procesor-intel-core-i3-8145u-pana-la-3-9-ghz-17-3-hd-4gb-128gb-ssd-m-2-1tb-hdd-dvd-rw-intel-uhd-graphics-620-free-dos-platinum-grey-81m00059rm/pd/DJ1DC5BBM/,2399
https://www.emag.ro/laptop-lenovo-ideapad-l340-17iwl-cu-procesor-intel-core-i3-8145u-pana-la-3-9-ghz-17-3-hd-4gb-128gb-ssd-m-2-1tb-hdd-dvd-rw-intel-uhd-graphics-620-free-dos-platinum-grey-81m00059rm/pd/DJ1DC5BBM/,2399
https://www.emag.ro/laptop-asus-x512fa-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-9-ghz-15-6-full-hd-8gb-256gb-ssd-m-2-intel-uhd-graphics-620-free-dos-coral-crush-x512fa-bq762/pd/DFD3K6BBM/,2599
https://www.emag.ro/laptop-lenovo-ideapad-s340-15iwl-cu-procesor-intelr-coretm-i3-8145u-pana-la-3-90ghz-15-6-full-hd-ips-8gb-1tb-hdd-256gb-ssd-m-2-intel-uhd-graphics-620-free-dos-abyss-blue-81n800nbrm/pd/DBCCB6BBM/,2349
https://www.emag.ro/laptop-lenovo-thinkpad-x1-carbon-6th-cu-procesor-intelr-coretm-i7-8550u-pana-la-4-00-ghz-kaby-lake-r-14-wqhd-ips-16gb-512gb-ssd-4g-lte-a-intelr-uhd-graphics-620-microsoft-windows-10-pro-black-20kh007b/pd/D48NPVBBM/,12199
https://www.emag.ro/laptop-ultraportabil-lenovo-yoga-s730-13iwl-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-13-3-full-hd-ips-16gb-512gb-ssd-intelr-uhd-graphics-620-microsoft-windows-10-iron-grey-81j0/pd/DC1L1CBBM/,4699
https://www.emag.ro/laptop-gaming-msi-gf63-8rc-cu-procesor-intelr-coretm-i7-8750h-pana-la-4-10-ghz-coffee-lake-15-6-full-hd-8gb-1tb-nvidia-geforce-gtx-1050-4gb-free-dos-black-9s7-16r112-486/pd/D4M95QBBM/,4179
https://www.emag.ro/laptop-lenovo-ideapad-l340-15iwl-cu-procesor-intelr-pentium-gold-5405u-2-30-ghz-15-6-full-hd-4gb-128gb-ssd-m-2-dvd-rw-intel-uhd-graphics-610-free-dos-blizzard-white-81lg00j4rm/pd/D1D3H5BBM/,1299
https://www.emag.ro/laptop-gaming-acer-nitro-an515-52-55qn-cu-procesor-intelr-coretm-i5-8300h-pana-la-4-00-ghz-coffee-lake-15-6-full-hd-ips-8gb-1tb-nvidia-geforce-gtx-1050ti-4gb-linux-black-nh-q3lex-002/pd/DVQKVSBBM/,3299
https://www.emag.ro/laptop-2-in-1-lenovo-ideapad-c340-14api-cu-procesor-amd-ryzen-7-3700u-pana-la-4-0ghz-14-full-hd-touch-ips-8gb-512gb-ssd-m-2-amd-radeontm-vega-10-microsoft-windows-10-platinum-grey-81n6004mrm/pd/DHKJ55BBM/,3199
https://www.emag.ro/laptop-gaming-acer-predator-helios-300-ph317-53-cu-procesor-intelr-coretm-i7-9750h-pana-la-4-5-ghz-17-3-full-hd-ips-144hz-16gb-512gb-ssd-geforce-rtxtm-2060-6gb-free-dos-abyssal-black-nh-q5qex-005/pd/DHW2V5BBM/,7649
https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-s340-14iwl-cu-procesor-intelr-coretm-i3-8145u-pana-la-3-90-ghz-14-full-hd-ips-4gb-256gb-ssd-m-2-intel-uhd-graphics-620-free-dos-abyss-blue-81n700marm/pd/DKD3H5BBM/,1949
https://www.emag.ro/laptop-ultraportabil-microsoft-surface-cu-procesor-intelr-core-tm-i7-7660u-pana-la-4-00-ghz-kaby-lake-13-5-touch-16gb-512gb-ssd-intelr-iristm-plus-graphics-640-microsoft-windows-10-s-platinum-dal-0001/pd/D43T0FBBM/,12699
https://www.emag.ro/laptop-asus-x512fa-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-6-ghz-15-6-full-hd-8gb-1tb-hdd-intel-uhd-graphics-620-free-dos-slate-gray-x512fa-bq415/pd/DHD3K6BBM/,2999
https://www.emag.ro/laptop-gaming-lenovo-legion-y740-15irh-cu-procesor-intel-core-i7-9750h-pana-la-4-50ghz-15-6-full-hd-144hz-ips-antiglare-16gb-512gb-ssd-m-2-nvidia-geforce-gtx-1660-ti-6gb-gddr6-free-dos-black-81uf000jr/pd/DRRYR5BBM/,6499
https://www.emag.ro/laptop-asus-zenbook-ux362fa-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-6-ghz-13-3-full-hd-16gb-512gb-ssd-m-2-intel-uhd-graphics-620-windows-10-royal-blue-ux362fa-el076t/pd/DGTFC5BBM/,5599
https://www.emag.ro/laptop-ultraportabil-acer-swift-3-sf314-56-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-14-full-hd-ips-8gb-256gb-ssd-intel-uhd-graphics-620-microsoft-windows-10-stellar-blue-nx-h4e/pd/DKBVKRBBM/,3299
https://www.emag.ro/laptop-lenovo-ideapad-330-15ikb-cu-procesor-intelr-coretm-i5-8250u-pana-la-3-40-ghz-kaby-lake-r-15-6-full-hd-4gb-512gb-ssd-intelr-uhd-graphics-620-microsoft-windows-10-blizzard-white-81de02qlrm/pd/D1JQ81BBM/,2906
https://www.emag.ro/laptop-gaming-asus-tuf-fx705gd-cu-procesor-intelr-coretm-i7-8750h-pana-la-4-10-ghz-coffee-lake-17-3-full-hd-ips-8gb-1tb-hybrid-firecuda-nvidia-geforce-gtx-1050-4gb-free-dos-black-fx705gd-ew090/pd/DJHDKCBBM/,4199
https://www.emag.ro/laptop-gaming-asus-rog-gx531gwr-cu-procesor-intelr-coretm-i7-9750h-pana-la-4-5-ghz-15-6-full-hd-144-hz-24gb-1tb-ssd-m-2-nvidiar-geforce-rtxtm-2070-max-q-design-8gb-windows-10-black-gx531gwr-es024t/pd/DQTFC5BBM/,10999
https://www.emag.ro/laptop-asus-x509fa-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-9-ghz-15-6-full-hd-8gb-256gb-ssd-m-2-intel-uhd-graphics-620-windows-10-pro-slate-gray-x509fa-bq157r/pd/DDD3K6BBM/,3099
https://www.emag.ro/laptop-asus-x509fl-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-9-ghz-15-6-full-hd-8gb-512gb-ssd-m-2-nvidia-geforce-mx250-2gb-free-dos-slate-gray-x509fl-ej051/pd/DKD3K6BBM/,2799
https://www.emag.ro/laptop-gaming-asus-rog-gl703ge-cu-procesor-intelr-coretm-i7-8750h-pana-la-4-10-ghz-coffee-lake-17-3-full-hd-120hz-3ms-8gb-1tb-sshd-nvidia-geforce-gtx-1050ti-4gb-free-dos-black-gl703ge-ee023/pd/DXPXBVBBM/,4600
https://www.emag.ro/laptop-gaming-asus-gu502gu-es003-intelr-coretm-i7-9750h-16gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1660ti-6gb-free-dos-136792/pd/DX43B6BBM/,6899
https://www.emag.ro/laptop-gaming-msi-gl63-8rc-648xro-cu-procesor-intelr-coretm-i5-8300h-pana-4-00-ghz-coffee-lake-15-6-full-hd-8gb-1tb-128gb-ssd-nvidia-geforce-gtx-1050-4gb-free-dos-black-9s7-16p612-648/pd/D8NJS4BBM/,3689
https://www.emag.ro/laptop-ultraportabil-asus-ux392fa-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-6-ghz-13-9-full-hd-16gb-512gb-ssd-m-2-intel-uhd-graphics-620-windows-10-pro-utopia-blue-ux392fa-ab002r/pd/DXNB26BBM/,6599
https://www.emag.ro/laptop-2-in-1-hp-envy-x360-13-ag0003nn-cu-procesor-amd-ryzentm-5-2500u-pana-la-3-60-ghz-13-3-full-hd-ips-touch-8gb-128gb-ssd-amd-radeontm-vega-8-microsoft-windows-10-dark-ash-silver-4dh66ea/pd/D9M99VBBM/,3299
https://www.emag.ro/laptop-apple-macbook-pro-15-ecran-retina-touch-bar-procesor-intelr-coretm-i7-2-60-ghz-16gb-256gb-ssd-radeon-pro-555x-w-4gb-macos-mojave-int-kb-silver-mv922ze-a/pd/DRZQZQBBM/,11929
https://www.emag.ro/laptop-dell-inspiron-3576-cu-procesor-intelr-coretm-i3-7020u-2-30-ghz-kaby-lake-15-6-full-hd-4gb-1tb-dvd-rw-amd-radeon-520-2gb-ubuntu-black-di3576fi37020u4g1t2gu2yr-05/pd/D12F5CBBM/,1699
https://www.emag.ro/laptop-dell-inspiron-3580-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-15-6-full-hd-4gb-1tb-amd-radeon-520-2gb-linux-black-di3580i5fhd41ubu/pd/DZDYQZBBM/,2099
https://www.emag.ro/laptop-lenovo-ideapad-s145-15iwl-cu-procesor-intelr-celeronr-4205u-1-80-ghz-whiskey-lake-15-6-4gb-1tb-intelr-uhd-graphics-610-free-dos-grey-81mv004rrm/pd/D9JWC1BBM/,1029
https://www.emag.ro/laptop-asus-vivobook-15-x542un-cu-procesor-intelr-coretm-i5-8250u-pana-la-3-40-ghz-kaby-lake-r-15-6-full-hd-8gb-2tb-nvidia-geforce-mx150-4gb-endless-os-matt-dark-grey-x542un-dm264/pd/DF0Z81BBM/,2899
https://www.emag.ro/laptop-ultraportabil-asus-zenbook-ux433fn-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-6-ghz-14-full-hd-8gb-256gb-ssd-m-2-nvidia-geforce-mx150-2gb-windows-10-silver-metal-ux433fn-new-a5248t/pd/DHNB26BBM/,4799
https://www.emag.ro/laptop-apple-macbook-pro-15-ecran-retina-touch-bar-procesor-intelr-coretm-i7-2-60-ghz-16gb-256gb-ssd-radeon-pro-555x-w-4gb-macos-mojave-int-kb-space-grey-mv902ze-a/pd/DQZQZQBBM/,11999
https://www.emag.ro/laptop-gaming-asus-rog-g731gt-cu-procesor-intelr-coretm-i7-9750h-pana-la-4-50-ghz-coffee-lake-17-3-full-hd-ips-8gb-512gb-ssd-m-2-nvidia-geforce-gtx-1650-4gb-free-dos-black-g731gt-au004/pd/DCX2N5BBM/,4889
https://www.emag.ro/laptop-acer-aspire-5-a515-54-57cx-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90ghz-15-6-full-hd-8gb-256gb-ssd-intel-uhd-graphics-620-endless-os-black-nx-hddex-004/pd/D64CB6BBM/,2399
https://www.emag.ro/laptop-ultraportabil-hp-pavilion-laptop-14-ce2008nq-cu-intelr-coretm-i7-8565u-pana-la-4-60-ghz-whiskey-lake-14-full-hd-ips-8gb-256gb-ssd-nvidiar-geforcer-mx130-2gb-microsoft-windows-10-mov-7sf02ea/pd/DP8PW5BBM/,3999
https://www.emag.ro/laptop-2-in-1-inspiron-7386-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-13-3-full-hd-ips-touch-8gb-256gb-intelr-uhd-graphics-620-microsoft-windows-10-silver-di7386i5t8256wh/pd/D0KYQZBBM/,3999
https://www.emag.ro/laptop-dell-inspiron-3584-cu-procesor-intel-core-i3-7020u-2-3-ghz-4gb-128gb-ssd-m-2-intel-hd-graphics-620-ubuntu-black-di3584i34128umaubu/pd/D37S96BBM/,1499
https://www.emag.ro/laptop-vivobook-s15-s530fa-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-60-ghz-whiskey-lake-15-6-full-hd-8gb-2tb-intel-uhd-graphics-620-endless-os-gun-metal-s530fa-bq393/pd/D8BGFQBBM/,3499
https://www.emag.ro/laptop-dell-inspiron-15-6-fhd-i3-7020u-4gb-ddr4-2666mhz-1tb-hdd-nodvd-intel-uhd-graphics-620-ubuntu-black-di3584i37020u4gb1tbu2yr-05/pd/DK6PF5BBM/,1499
https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-530s-14ikb-cu-procesor-intelr-coretm-i5-8250u-pana-la-3-40-ghz-kaby-lake-r-14-full-hd-ips-16gb-512gb-ssd-nvidia-geforce-mx150-2gb-free-dos-liquid-blue-81eu00rjrm/pd/DC9FPQBBM/,3699
https://www.emag.ro/laptop-gaming-lenovo-legion-y740-15irhg-cu-procesor-intel-core-i7-9750h-pana-la-4-5-ghz-15-6-full-hd-ips-144hz-g-sync-32gb-1tb-ssd-m-2-nvidia-geforce-rtx-2070-8gb-free-dos-black-81uh0030rm/pd/DF1Y45BBM/,8999
https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-s340-14iwl-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-60ghz-14-full-hd-ips-antiglare-8gb-1tb-ssd-m-2-intel-uhd-graphics-620-free-dos-abyss-blue-81n700mnrm/pd/D6RYR5BBM/,3499
https://www.emag.ro/laptop-2-in-1-lenovo-yoga-730-13iwl-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-13-3-full-hd-touch-8gb-512gb-ssd-m-2-intel-uhd-graphics-620-windows-10-home-platinum-81jr009rrm/pd/DTD3H5BBM/,4299
https://www.emag.ro/laptop-dell-inspiron-5770-cu-procesor-intelr-coretm-i3-7020u-2-30-ghz-kaby-lake-17-3-full-hd-4gb-1tb-intel-hd-graphics-620-microsoft-windows-10-home-silver-di5770fi37020u4g1tw3yr-05/pd/DL3MW5BBM/,2499
https://www.emag.ro/notebook-hp-probook-640-g1-intelr-coretm-i5-4210m-2-6ghz-up-to-3-2ghz-8gb-ddr3-ssd-120gb-dvd-rw-14-display-intel-hd-graphics-4600-mv3d-pro640g1-v3/pd/D717V6BBM/,1485
https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-530s-14ikb-cu-procesor-intelr-coretm-i7-8550u-pana-la-4-00-ghz-kaby-lake-r-14-wqhd-ips-16gb-512gb-ssd-nvidia-geforce-mx150-2gb-microsoft-windows-10-liquid-blue-81eu/pd/DNDDM1BBM/,5599
https://www.emag.ro/laptop-gaming-hp-pavilion-17-ab408nq-cu-procesor-intelr-coretm-i5-8300h-pana-la-4-00-ghz-coffee-lake-17-3-full-hd-ips-8gb-1tb-hdd-nvidiar-geforcer-gtx-1050-ti-4gb-free-dos-black-4mp61ea/pd/D171BLBBM/,3799
https://www.emag.ro/laptop-dell-vostro-3584-cu-procesor-intel-core-i3-7020u-2-30-ghz-15-6-full-hd-8gb-256gb-ssd-m-2-intel-uhd-graphics-620-ubuntu-black-n1108vn3584emea01-2001-ubu-05/pd/DC3MW5BBM/,1999
https://www.emag.ro/laptop-hp-250-g7-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-15-6-full-hd-8gb-256gb-ssd-intel-uhd-graphics-620-microsoft-windows-10-pro-silver-6bp03ea/pd/DGHM7RBBM/,2899
https://www.emag.ro/laptop-asus-vivobook-s15-s530fa-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-90-ghz-whiskey-lake-15-6-full-hd-8gb-256gb-ssd-intelr-uhd-graphics-620-endless-os-star-gray-metal-s530fa-bq004/pd/D7VVGLBBM/,2599
https://www.emag.ro/laptop-lenovo-ideapad-330-15ikbr-intel-core-i5-8250u-8gb-ddr4-hdd-2tb-amd-radeon-530-2gb-free-dos-133691/pd/D9NVDZBBM/,2399
https://www.emag.ro/laptop-dell-inspiron-3576-cu-procesor-intelr-coretm-i7-8550u-pana-la-4-00-ghz-kaby-lake-r-15-6-full-hd-8gb-1tb-dvd-rw-amd-radeon-520-2gb-microsoft-windows-10-black-rsgemag3547806x-di3576fi78550u8g1t2g/pd/D62F5CBBM/#used-products,de la 3199
https://www.emag.ro/laptop-ultraportabil-lenovo-ideapad-s340-14iwl-cu-procesor-intel-core-i3-8145u-pana-la-3-9-ghz-14-full-hd-ips-8gb-128gb-ssd-m-2-1tb-hdd-intel-uhd-graphics-620-free-dos-abyss-blue-81n700mdrm/pd/DN25C5BBM/,2249
https://www.emag.ro/laptop-asus-vivobook-max-intel-celeron-n3350-1-1ghz-apollo-lake-15-6-4gb-500gb-intel-hd-graphics-dvd-rw-endless-os-rosu-x541na-go009/pd/DQHHZKBBM/,1099
https://www.emag.ro/laptop-gaming-asus-rog-strix-g531gu-cu-procesor-intelr-coretm-i7-9750h-pana-la-4-50-ghz-coffee-lake-15-6-full-hd-ips-120hz-8gb-512gb-ssd-nvidia-geforce-gtx-1660-ti-6gb-free-dos-black-g531gu-al001/pd/D185SRBBM/,5499
https://www.emag.ro/laptop-ultraportabil-hp-pavilion-14-ce2006nq-cu-procesor-intelr-coretm-i7-8565u-pana-la-4-60-ghz-whiskey-lake-14-full-hd-ips-16gb-256gb-ssd-intelr-uhd-graphics-620-microsoft-windows-10-silver-7sj38ea/pd/DF8PW5BBM/,4399
https://www.emag.ro/laptop-hp-15-da0002nq-cu-procesor-intelr-coretm-i5-8250u-pana-la-3-40-ghz-kaby-lake-r-15-6-full-hd-4gb-1tb-dvd-rw-nvidiar-geforcer-mx110-2gb-free-dos-black-4dk14ea/pd/D73LFSBBM/,2099
https://www.emag.ro/laptop-ultraportabil-asus-zenbook-ux562fa-cu-procesor-intelr-coretm-i5-8265u-pana-la-3-9-ghz-15-6-full-hd-8gb-512gb-ssd-m-2-intel-uhd-graphics-620-windows-10-gun-metal-ux562fa-ac056t/pd/D7NB26BBM/,4199
https://www.emag.ro/laptop-dell-vostro-3580-cu-procesor-intel-core-i7-8565u-pana-la-4-6-ghz-15-6-full-hd-8gb-256gb-ssd-m-2-amd-radeon-520-2gb-ubuntu-black-n2068vn3580emea-ub/pd/DBX7V5BBM/,3199
https://www.emag.ro/laptop-ultraportabil-acer-swift-3-sf314-56-31wr-cu-procesor-intelr-coretm-i3-8145u-pana-la-3-90-ghz-whiskey-lake-14-full-hd-ips-8gb-256gb-ssd-intel-uhd-graphics-620-microsoft-windows-10-blue-nx-h4eex-/pd/D7BVKRBBM/,3042
